text,fiscal_period_ref,source,role,page,section,reporting_period,date_of_call,bank,document_type,reference,source_type,is_comparative,sentiment
"So this is – and we are going to make – we have made some changes to our approach and those changes relate to how we get after resolving data issues that are identified ensuring that there's engagement from the front end business, from the functions that are most relevant and that there's consideration for what's required on reg reporting in order for us to get that process streamlined and correct.",quarter,Mark Mason,CFO,17,Q and A,Q3_2024,2024-10-15,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Neutral
"And so there are aspects of this that require a change in our approach and we've been taking that change, making that change rather, and we'll make more changes accordingly as we've taken that step back and there are aspects of it that require at a minimum review of what is causing either the delay or us not moving at the pace that we would like to move or that our regulators would like.",quarter,Mark Mason,CFO,17,Q and A,Q3_2024,2024-10-15,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Neutral
And that is in fact what the resource review plan was that was in the amended consent order. It was basically a statement saying that you need to ensure that you have sufficient resources and that they're allocated towards achieving the timely and sustainable compliance.,quarter,Mark Mason,CFO,17,Q and A,Q3_2024,2024-10-15,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Neutral
"And so part of our process is in fact that. Taking a regular review of what is on track in the way of our milestones and deliverables where we see things that are being delayed or going red, what is the underlying root cause for why.",quarter,Mark Mason,CFO,17,Q and A,Q3_2024,2024-10-15,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Neutral
"Is it a resource issue where we need to put more dollars and people or technology to it? Is it a process issue where we need to reconsider our approach? And on the other side of that root cause, taking action to fix it.",quarter,Mark Mason,CFO,17,Q and A,Q3_2024,2024-10-15,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Negative
"And so your question is spot-on. The answer is that in many instances it will be a little bit of both, but importantly our processes include that type of analysis and assessment so that we can get after the execution on this in an effective way. I hope that helps.",quarter,Mark Mason,CFO,17,Q and A,Q3_2024,2024-10-15,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Positive
And all of this drives productivity and other benefits for our shareholders as well as making sure that we're strengthening Citi from the regulatory perspective.,quarter,Jane Fraser,CEO,17,Q and A,Q3_2024,2024-10-15,Citigroup,transcript,"Jane Fraser (CEO)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Positive
"And then last follow-up. To the extent that you see a disconnect between your performance and the stock price that would seem to create more of an opportunity to buy the stock at $64 when tangible book value is $90. And so, I hope that – I've used this analogy before, but hopefully you're selling the chairs and the desk and the silverware in the executive dining room to go ahead and buy back stock whenever you can.",quarter,Mike Mayo,Analyst,17,Q and A,Q3_2024,2024-10-15,Citigroup,transcript,"Mike Mayo (Analyst)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Neutral
"It's clearly given where we are trading, we're very focused around the opportunities to buy back stock and mindful of the importance of it and equally, yes, we are proud of the performance of the franchise this quarter.",quarter,Jane Fraser,CEO,17,Q and A,Q3_2024,2024-10-15,Citigroup,transcript,"Jane Fraser (CEO)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Positive
It was a very strong quarter and important set of proof points for our investors. We are on a deliberate path.,quarter,Jane Fraser,CEO,17,Q and A,Q3_2024,2024-10-15,Citigroup,transcript,"Jane Fraser (CEO)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Positive
We're making the progress that we need to and actually pretty excited about the path ahead of us and the potential that we see.,quarter,Jane Fraser,CEO,17,Q and A,Q3_2024,2024-10-15,Citigroup,transcript,"Jane Fraser (CEO)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Positive
There are no further questions. I'll now turn the call over to Jenn Landis for closing remarks.,quarter,OPERATOR,Other,17,Conclusion,Q3_2024,2024-10-15,Citigroup,transcript,"OPERATOR (Other)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Neutral
"Thank you, everyone, for joining the call. Please follow-up with IR if you have any additional questions. Thank you.",quarter,Jennifer Landis,Host,17,Conclusion,Q3_2024,2024-10-15,Citigroup,transcript,"Jennifer Landis (Host)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Neutral
This concludes Citi's Third Quarter 2024 Earnings Call. You may now disconnect.,quarter,OPERATOR,Other,17,Conclusion,Q3_2024,2024-10-15,Citigroup,transcript,"OPERATOR (Other)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 17",internal,False,Neutral
Certain statements in this transcript are “forward-looking statements” within the meaning of the U.S. Private Securities Litigation Reform Act of 1995.,quarter,Citigroup Inc.,Other,18,Disclaimer,Q3_2024,2024-10-15,Citigroup,transcript,"Citigroup Inc. (Other)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 18",internal,False,Neutral
"These statements may be identified by words such as believe, expect, anticipate, intend, estimate, may increase, may fluctuate, target, illustrative and similar expressions or future or conditional verbs such as will, should, would and could.",quarter,Citigroup Inc.,Other,18,Disclaimer,Q3_2024,2024-10-15,Citigroup,transcript,"Citigroup Inc. (Other)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 18",internal,False,Neutral
These statements are based on management's current expectations and are subject to uncertainty and changes in circumstances and are not guarantees of future results or occurrences.,quarter,Citigroup Inc.,Other,18,Disclaimer,Q3_2024,2024-10-15,Citigroup,transcript,"Citigroup Inc. (Other)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 18",internal,False,Neutral
Actual results and capital and other financial condition may differ materially from those included in these statements due to a variety of factors.,quarter,Citigroup Inc.,Other,18,Disclaimer,Q3_2024,2024-10-15,Citigroup,transcript,"Citigroup Inc. (Other)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 18",internal,False,Neutral
"These factors may include, among others: geopolitical, macroeconomic and other challenges and uncertainties, including those related to election outcomes, conflicts in the Middle East, economic growth, inflation and interest rates; the execution and efficacy of Citi’s transformation, simplification and other strategic and other initiatives, including those related to its investment, expense and capital-related actions; the potential outcomes of the extensive legal and regulatory proceedings, examinations, investigations, consent orders and related compliance efforts and other inquiries to which Citi is or may be subject; ongoing regulatory and legislative uncertainties and changes, including changes in regulatory capital rules, requirements or interpretations;; and the precautionary statements included in this transcript.",quarter,Citigroup Inc.,Other,18,Disclaimer,Q3_2024,2024-10-15,Citigroup,transcript,"Citigroup Inc. (Other)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 18",internal,False,Negative
"These factors also consist of those contained in Citigroup's filings with the U.S. Securities and Exchange Commission, including without limitation the “Risk Factors” section of Citigroup's 2023 Form 10-K.",quarter,Citigroup Inc.,Other,18,Disclaimer,Q3_2024,2024-10-15,Citigroup,transcript,"Citigroup Inc. (Other)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 18",internal,False,Neutral
"Any forward-looking statements made by or on behalf of Citigroup speak only as to the date they are made, and Citi does not undertake to update forward-looking statements to reflect the impact of circumstances or events that arise after the date the forward-looking statements were made.",quarter,Citigroup Inc.,Other,18,Disclaimer,Q3_2024,2024-10-15,Citigroup,transcript,"Citigroup Inc. (Other)
Citigroup, Q3, 2024 Earnings Call Transcript, Page 18",internal,False,Neutral
"Hello, and welcome to Citi's Fourth Quarter 2023 Earnings Call. Today's call will be hosted by Jenn Landis, Head of Citi Investor Relations. We ask that you please hold all questions until the completion of the formal remarks, at which time you will be given instructions for the question-and-answer session.",quarter,Operator,Host,1,Introduction,Q4_2023,2024-01-12,Citigroup,transcript,"Operator (Host)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 1",internal,False,Neutral
"Also, as a reminder, this conference is being recorded today. If you have any objections, please disconnect at this time.",quarter,Operator,Host,1,Introduction,Q4_2023,2024-01-12,Citigroup,transcript,"Operator (Host)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 1",internal,False,Neutral
"Ms. Landis, you may begin.",quarter,Operator,Host,1,Introduction,Q4_2023,2024-01-12,Citigroup,transcript,"Operator (Host)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 1",internal,False,Neutral
"Thank you, operator. Good afternoon and thank you all for joining our Fourth Quarter 2023 Earnings Call. I am joined today by our Chief Executive Office, Jane Fraser, and our Chief Financial Officer, Mark Mason.",quarter,Jennifer Landis,Host,1,Introduction,Q4_2023,2024-01-12,Citigroup,transcript,"Jennifer Landis (Host)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 1",internal,False,Neutral
"I'd like to remind you that today's presentation, which is available for download on our website, citigroup.com, may contain forward-looking statements, which are based on management's current expectations and are subject to uncertainty and changes in circumstances. Actual results may differ materially from these statements due to a variety of factors, including those described in our earnings materials as well as in our SEC filings.",both,Jennifer Landis,Host,1,Disclaimer,Q4_2023,2024-01-12,Citigroup,transcript,"Jennifer Landis (Host)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 1",internal,False,Neutral
"And with that, I'll turn it over to Jane.",both,Jennifer Landis,Host,1,Introduction,Q4_2023,2024-01-12,Citigroup,transcript,"Jennifer Landis (Host)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 1",internal,False,Neutral
"Thank you, Jenn, and a very happy New Year to everyone.  I hope you all had a good break.  At Citi, we are back at it. Given the notable items, and our new financial reporting structure, we have a lot to cover today so I’m going to get right to it.",both,Jane Fraser,CEO,1,Prepared remarks,Q4_2023,2024-01-12,Citigroup,transcript,"Jane Fraser (CEO)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 1",internal,False,Positive
2023 was a foundational year in which we made substantial progress simplifying Citi and executing the strategy we laid out at Investor Day.  With that said the fourth quarter was clearly very disappointing.,both,Jane Fraser,CEO,1,Prepared remarks,Q4_2023,2024-01-12,Citigroup,transcript,"Jane Fraser (CEO)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 1",internal,False,Negative
"Today I will provide a high-level view on our progress in 2023, discuss our Q4 results, and finish with our priorities for 2024.  We know 2024 is critical as we prepare to enter the next phase of our journey and we are completely focused on delivering our medium-term targets and our transformation.",both,Jane Fraser,CEO,1,Prepared remarks,Q4_2023,2024-01-12,Citigroup,transcript,"Jane Fraser (CEO)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 1",internal,False,Neutral
"So, turning to what we accomplished in terms of executing our strategy. As you can see on slide 5, in 2023, we saw a record year for Services, where we maintained our #1 ranking among large institutions in TTS with client wins up 27% and a sustained win/loss rate above 80%.",year,Jane Fraser,CEO,1,Prepared remarks,Q4_2023,2024-01-12,Citigroup,transcript,"Jane Fraser (CEO)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 1",internal,False,Positive
"We have now gained over 100bps in share in Securities Services since 2021. In Wealth, we added an estimated $21 billion in net new assets during the year. In USPB we enjoyed our sixth consecutive quarter of growth, and we began to see the early fruits of our investments in key talent in Banking.",year,Jane Fraser,CEO,1,Prepared remarks,Q4_2023,2024-01-12,Citigroup,transcript,"Jane Fraser (CEO)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 1",internal,False,Positive
"In September, we began the most consequential series of changes to the organization and the running of our firm since the aftermath of the financial crisis.  We restructured around five core, interconnected businesses to align our organization to our business strategy and to provide greater transparency into their performance.",both,Jane Fraser,CEO,1,Prepared remarks,Q4_2023,2024-01-12,Citigroup,transcript,"Jane Fraser (CEO)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 1",internal,False,Neutral
