text,fiscal_period_ref,speaker,role,page,section,reporting_period,date_of_call,bank,document_type,source,sentiment
"Modest declines outside, but yes declines outside as well, but not nearly of the magnitude of what we're talking about in the US.",both,Mark Mason,CFO,19,Q and A,Q4_2023,2024-01-12,Citigroup,transcript,"Mark Mason (CFO)
Citigroup, Q4, 2023 Earnings Call Transcript, Page 19",Negative
We expect our elevated expense level to be temporary and for it to keep coming down beyond 2025.,year,JANE FRASER,CEO,3,Prepared remarks,Q4_2024,2025-01-15,Citigroup,transcript,"JANE FRASER (CEO)
Citigroup, Q4, 2024 Earnings Call Transcript, Page 3",Negative
"Before I turn it over to Mark, I’d like to acknowledge the catastrophic wildfires in Los Angeles. Many of our clients and several of our colleagues have lost their homes and we will do whatever we can to help them recover from this devastating event.  They and their loved ones are in all of our thoughts at Citi.",both,JANE FRASER,CEO,3,Prepared remarks,Q4_2024,2025-01-15,Citigroup,transcript,"JANE FRASER (CEO)
Citigroup, Q4, 2024 Earnings Call Transcript, Page 3",Negative
"Expenses were $13.2 billion, down 18%, largely driven by the absence of the FDIC special assessment and restructuring charge in the prior year. Excluding the impact of the FDIC special assessment and divestiture-related impacts, expenses were down 7%, driven by the absence of the restructuring charge in the prior year and savings associated with our organizational simplification, partially offset by higher volume related expenses.",quarter,MARK MASON,CFO,3,Prepared remarks,Q4_2024,2025-01-15,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q4, 2024 Earnings Call Transcript, Page 3",Negative
"Corporate Lending revenues, excluding mark-to-market on loan hedges, decreased 24%, driven by lower revenue share and volumes, partially offset by a smaller impact of Argentina currency devaluation.",quarter,MARK MASON,CFO,5,Prepared remarks,Q4_2024,2025-01-15,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q4, 2024 Earnings Call Transcript, Page 5",Negative
"Expenses decreased 2%, driven by continued productivity savings, partially offset by higher volume-related expenses. Cost of credit was $2.2 billion, largely driven by net credit losses, as well as a build primarily for volume growth. Average deposits decreased 18%, largely driven by the transfer of relationships and the associated deposits to our Wealth business.",quarter,MARK MASON,CFO,5,Prepared remarks,Q4_2024,2025-01-15,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q4, 2024 Earnings Call Transcript, Page 5",Negative
"On slide 16, we show results for All Other on a managed basis, which includes Corporate/Other and Legacy Franchises and excludes divestiture-related items. Revenues decreased 34%, primarily driven by net investment securities losses as we repositioned the portfolio, higher funding costs and closed exits and wind-downs. Expenses decreased 51%, primarily driven by the absence of the FDIC special assessment and restructuring charge in the prior year, as well as the reduction from the closed exits and wind-downs. And cost of credit was $397 million, with net credit losses of $257 million and a net ACL build of $140 million, primarily driven by Mexico.",quarter,MARK MASON,CFO,5,Prepared remarks,Q4_2024,2025-01-15,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q4, 2024 Earnings Call Transcript, Page 5",Negative
"Turning to slide 19, we expect NII ex-Markets to be up modestly this year. However, there are several tailwinds and headwinds that I will walk you through.",year,MARK MASON,CFO,6,Prepared remarks,Q4_2024,2025-01-15,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q4, 2024 Earnings Call Transcript, Page 6",Negative
"Partially offsetting these tailwinds are several headwinds, including various scenarios around: Lower rates, both in US and non-US, which we expect to be mostly offset by repricing actions across the franchise. As well as the potential impact of card late fee reduction and FX.",year,MARK MASON,CFO,6,Prepared remarks,Q4_2024,2025-01-15,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q4, 2024 Earnings Call Transcript, Page 6",Negative
"We will maintain strict discipline on the entire expense base, looking for more opportunities to drive further efficiencies as we go into 2026.  We also remain laser focused on continuing to optimize RWA but as you know, the future of capital rules and therefore requirements remain uncertain. In light of all of this, we are now targeting an RoTCE in the range of 10 to 11% in 2026.",year,MARK MASON,CFO,6,Prepared remarks,Q4_2024,2025-01-15,Citigroup,transcript,"MARK MASON (CFO)
Citigroup, Q4, 2024 Earnings Call Transcript, Page 6",Negative
"All right. And then I guess this is for Jane. Well, that beats haggis on toast, if you achieve that. But I'm wondering why that efficiency might not improve even more. I mean if you have $5 billion of stranded costs and Transformation costs in 2024 and some of that goes down. I heard you're investing in tech and Transformation and volume and the businesses. And there's always a trade-off between the bottom line results you showed today and the growth you show in the future, and it seems like you're going to get this done, the lower expenses while you're leaning into a little bit extra growth. So talk about that trade-off and where you're leaning in for growth a little bit more.",year,MIKE MAYO,Analyst,9,Q and A,Q4_2024,2025-01-15,Citigroup,transcript,"MIKE MAYO (Analyst)
Citigroup, Q4, 2024 Earnings Call Transcript, Page 9",Negative
"First of all, I'm a little disturbed by your comment about haggis on toast. It's haggis with mashed potatoes and whiskey, just to be clear for everyone. It's Robert Burns night coming up soon.",both,JANE FRASER,CEO,9,Q and A,Q4_2024,2025-01-15,Citigroup,transcript,"JANE FRASER (CEO)
Citigroup, Q4, 2024 Earnings Call Transcript, Page 9",Negative
"Hi, this is your first full year of having the five line of business structure. So, Mark, do you still have the same line of business targets that you had last year? And Jane, with all the, it must have been a degree of hell to organize this way, get rid of your two intercompany holding companies, eliminate five layers of management, expand span of control and you guys went through a lot last year. And I'm just wondering, is the worst over in terms of that kind of reorganization internally and the culture and the sentiment and how you see that continuing? But first, the concrete question about the targets, please.",year,MIKE MAYO,Analyst,15,Q and A,Q4_2024,2025-01-15,Citigroup,transcript,"MIKE MAYO (Analyst)
Citigroup, Q4, 2024 Earnings Call Transcript, Page 15",Negative
These results included $868 million of net investment securities losses in Corporate.,quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 2",Negative
"Regarding the deposit inflows, at the Firmwide level, average deposits were down 3% quarter-on-quarter while end-of-period deposits were up 2% quarter-on-quarter – implying an intra-quarter reversal of the recent outflow trend as a consequence of the March events.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 2",Negative
"NIR ex. Markets was down $1.1 billion or 10%, driven by the securities losses previously mentioned as well as lower IB fees and lower auto lease income on lower volume, and Markets revenue was down $371 million or 4% year-on-year.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 2",Negative
The net reserve build of $1.1 billion was largely driven by deterioration in our weighted-average economic outlook.,quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 2",Negative
"Average deposits were down 2% quarter-on-quarter, in line with recent trends.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 2",Negative
"In Home Lending, revenue was down 38% year-on-year, largely driven by lower net interest income from tighter loan spreads and lower production revenue.",quarter,Jeremy Barnum,CFO,2,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 2",Negative
Investment Banking revenue of $1.6 billion was down 24% year-on-year.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
IB fees were down 19%. We ranked number one with first quarter wallet share of 8.7%.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
"In advisory, fees were down 6% compared to a strong first quarter last year.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
Our underwriting businesses continued to be affected by market conditions with fees down 34% for debt and 6% for equity.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
We expect the second quarter and the rest of the year to remain challenging.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
"Moving to Markets, total revenue was $8.4 billion, down 4% year-on-year.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
"Equity Markets was down 12%, driven by lower revenues in derivatives relative to a strong first quarter in the prior year and lower client activity in Cash.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
"Average deposits were down 16% year-on-year and 5% quarter-on-quarter, predominantly driven by continued attrition in non-operating deposits as well as seasonally lower balances.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
"In Middle Market Banking, higher rates and recession concerns have decreased new loan demand and utilization, which is also leading to weakness in capex spending.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
"CRE loans were also up 1% sequentially, with higher rates creating headwinds from both originations and prepayments.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
"And finally, loans were down 1% quarter-on-quarter, driven by lower securities-based lending, while average deposits were down 5%.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
Revenue was $985 million compared to a net loss of $881 million last year.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
"NIR was a loss of $755 million compared with a loss of $345 million in the prior year, and included the net investment securities losses I mentioned earlier.",quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
Expenses of $160 million were down $24 million year-on-year.,quarter,Jeremy Barnum,CFO,3,Prepared remarks,Q1_2023,2023-04-14,JPMorgan,transcript,"Jeremy Barnum (CFO)
JPMorgan, Q1, 2023 Earnings Call Transcript, Page 3",Negative
